count;frame;lane;on_the_fly;over;Veh_ TypeM;Vm;Veh_ Type1;Veh_RL;V1;Veh_ Type0;Veh_ Type2;Veh_ Type3;platoon;sum_ platoon;d0;d1;d2;d3;opening;s_x;s_y;distancexy;V2;V3;helmet;passenger;dif;ttc;ttcc
339;11530;1;0;1;1;97;1;1;56;0;1;1;0;0;255;19.5;0.6;1.9;2;1;8.9;9;89;80;1;0;41;0.341463415;0.341463415
340;11780;0;1;1;1;103;4;1;67;3;1;1;0;0;15.1;113.3;38.6;1.1;38.6;3.1;2;3.7;81;76;1;0;36;0.241666667;0.241666667
341;11780;1;0;0;1;68;4;1;67;0;1;1;0;0;255;84.7;38.6;1.1;38.6;0.7;15;15;103;76;0;0;1;20;20
342;13680;1;0;1;1;78;1;1;55;3;1;1;0;0;5.9;5.7;2;4;4.5;1.7;1.9;2.5;51;52;0;0;23;0.326086957;0.326086957
343;13805;1;0;0;1;59;1;1;55;0;1;1;0;0;255;5.1;255;1.3;255;0.4;13.5;13.5;51;52;0;0;4;4.625;4.625
344;13805;0;1;1;0;69;3;1;59;0;2;1;0;0;255;27.2;2.6;2.2;3.4;1.5;6.1;6.3;79;51;0;0;10;1.13;1.13
345;13880;1;1;1;0;78;1;0;57;0;0;0;0;0;255;255;255;255;360.6;2.6;5.7;6.3;0;0;1;0;21;0.538095238;0.538095238
346;14330;1;0;0;0;62;1;1;59;1;1;1;0;0;16.2;17.3;255;1.4;255;0;5.1;5.1;71;70;1;0;3;3.366666667;3.366666667
347;14330;1;0;0;0;59;1;1;55;0;2;1;0;0;255;22.3;255;1.4;255;0.1;14;14;86;65;1;0;4;4.75;4.75
348;14330;0;1;1;0;82;2;1;59;0;1;1;0;0;255;42.5;13.6;2.2;13.8;2.1;3.3;3.9;66;68;0;0;23;0.386956522;0.386956522
349;15255;1;0;0;0;63;1;1;41;0;1;1;0;0;255;120.2;53.5;1.3;53.5;9.9;0.4;9.9;85;78;0;0;22;0.677272727;0.677272727
350;16180;0;0;1;0;96;1;0;68;0;0;0;0;0;255;255;255;255;360.6;0.9;3.1;3.2;0;0;1;0;28;0.292857143;0.292857143
351;16780;0;1;0;0;105;2;1;94;0;0;3;0;0;255;255;67.8;3.2;67.9;2.9;8.6;9.1;0;115;1;0;11;1.281818182;1.281818182
352;16955;1;0;1;0;101;2;1;66;0;0;1;0;0;255;255;2.6;2.8;3.8;2.4;12;12.2;0;85;1;0;35;0.491428571;0.491428571
353;17030;0;0;1;1;132;1;0;104;0;1;0;0;0;255;255;255;255;360.6;1.6;8.4;8.6;65;0;1;0;28;0.485714286;0.485714286
354;17580;1;0;0;1;65;1;1;64;1;1;1;0;0;14.7;33.7;4.3;1.6;4.6;5;0.8;5.1;88;74;1;0;1;10.1;10.1
355;17855;1;1;0;0;78;1;0;94;0;0;1;0;0;255;255;255;255;360.6;27.5;1.1;27.5;0;86;1;0;-16;-2.03125;0
356;19205;0;0;1;0;89;1;0;67;0;0;1;0;0;39.6;255;56.4;255;261.2;0.9;9.4;9.4;0;85;1;0;22;0.654545455;0.654545455
357;19705;0;1;1;0;98;1;1;66;1;0;0;1;2;62.1;255;255;255;360.6;2.9;5.4;6.1;0;0;1;0;32;0.346875;0.346875
358;19780;0;1;1;0;103;1;1;63;2;0;2;0;0;40.3;255;47.4;255;259.4;2.6;9.7;10;0;104;1;0;40;0.375;0.375
359;19905;1;1;0;0;89;1;0;88;1;2;2;0;0;13;82.3;26.4;2;26.5;3.8;2.5;4.5;77;85;1;0;1;9.5;9.5
360;19955;1;0;0;0;79;2;1;73;1;1;1;0;0;34.6;100.7;38.1;2.7;38.2;0.4;4.8;4.8;73;85;0;0;6;1.633333333;1.633333333
361;19955;1;0;1;1;126;1;1;79;1;1;2;0;0;42.6;46.9;25.2;255;256.2;0.7;5.8;5.8;77;87;1;0;47;0.229787234;0.229787234
362;20380;1;1;1;0;96;1;0;78;1;0;1;0;0;38.3;255;21.7;255;255.9;2.9;8.5;9;0;74;1;0;18;0.777777778;0.777777778
363;21030;1;1;0;0;66;1;1;62;1;0;1;0;0;16.6;255;32.1;255;257;4.1;4.7;6.2;72;0;1;0;4;2.8;2.8
364;21230;1;0;1;0;94;1;1;68;1;1;1;0;0;52.7;19.8;255;1.5;255;0.9;11.9;11.9;79;74;1;0;26;0.65;0.65
365;22305;1;0;1;1;79;2;1;73;0;0;1;0;0;255;255;3.3;2.1;3.9;0.6;4.5;4.5;0;87;1;0;6;1.583333333;1.583333333
366;22530;0;1;1;1;115;1;1;67;0;0;1;0;0;255;255;50.6;255;260;3.5;2.8;4.5;0;78;1;0;48;0.197916667;0.197916667
367;22755;1;0;1;0;95;1;1;62;0;1;0;0;0;255;255;255;255;360.6;1;13.1;13.1;98;0;1;0;33;0.548484848;0.548484848
368;22880;1;0;1;1;115;1;1;92;0;1;1;0;0;255;42.1;15;2;15.1;0.6;9;9;83;100;1;0;23;0.608695652;0.608695652
369;22980;0;0;1;0;94;1;0;65;0;1;2;1;2;19.4;44.1;19.2;0.5;19.2;1.1;7.1;7.2;69;81;1;0;29;0.420689655;0.420689655
370;23155;1;1;0;0;73;1;1;86;0;0;1;0;0;255;255;32.1;0.9;32.1;2.6;7.2;7.7;0;69;1;0;-13;-0.976923077;0
371;23230;0;0;1;0;96;1;0;70;0;4;1;0;0;255;19.5;8.3;255;255.1;1;2.6;2.8;48;70;1;0;26;0.3;0.3
372;23330;0;1;0;0;59;4;1;49;2;1;1;0;0;5.9;81.7;30.5;1.4;30.5;3.1;7;7.7;64;70;1;0;10;1.27;1.27
373;23330;1;0;0;0;58;4;1;49;4;2;1;0;0;19.6;64;30.5;1.4;30.5;0.4;5.9;5.9;59;70;0;0;9;1.211111111;1.211111111
374;23430;0;1;0;0;61;4;1;50;0;1;1;0;0;255;37.8;255;1.1;255;1.6;3.1;3.5;73;68;0;0;11;0.772727273;0.772727273
375;23730;0;1;0;0;82;1;1;66;0;0;1;0;0;255;255;2.8;1.6;3.2;2.2;8.1;8.4;0;66;1;0;16;0.8375;0.8375
376;25905;0;1;1;0;79;2;1;68;0;0;2;0;0;255;255;48.3;2.2;48.4;1.7;7.2;7.4;0;89;1;0;11;1.127272727;1.127272727
377;26205;0;1;0;0;89;4;1;76;1;1;1;0;0;21.8;30.6;255;1.4;255;2;13.2;13.4;87;88;1;0;13;1.415384615;1.415384615
378;26480;1;0;1;0;67;1;1;56;1;0;1;0;0;11.2;255;255;1.7;255;1.2;2.8;3;0;66;1;0;11;0.727272727;0.727272727
379;28280;1;0;1;0;64;2;1;59;1;2;1;0;0;22.4;46.3;44.9;1.6;44.9;0.9;6;6.1;83;76;1;0;5;2.22;2.22
380;28280;0;1;1;0;83;2;1;64;1;0;1;0;0;22.4;255;44.9;1.6;44.9;2.6;2.2;3.4;0;76;1;0;19;0.442105263;0.442105263
381;28330;0;1;1;0;90;1;1;63;1;1;2;0;0;7.8;62.9;30;1.1;30;2.6;6.7;7.2;70;83;1;0;27;0.451851852;0.451851852
382;28480;0;1;1;0;137;4;1;55;1;0;1;0;0;61.2;255;49.3;1;49.3;3.6;8.1;8.9;0;83;1;0;82;0.169512195;0.169512195
383;28505;0;1;1;0;137;1;1;66;4;0;1;0;0;30.6;255;22.1;1.6;22.2;3.3;13.4;13.8;0;85;1;0;71;0.264788732;0.264788732
384;28705;1;0;1;0;87;2;1;72;1;1;0;0;0;22.7;255;255;255;360.6;1.2;10.9;11;64;0;0;0;15;1.066666667;1.066666667
385;28705;1;0;0;0;72;1;1;61;1;2;0;0;0;45.2;255;255;255;360.6;0.9;12.8;12.8;87;0;0;0;11;1.618181818;1.618181818
386;28880;1;1;0;0;81;1;0;72;2;2;3;0;0;5;47.8;9.5;1.8;9.7;2.7;7.3;7.8;84;89;1;0;9;1.422222222;1.422222222
387;28900;0;0;1;0;86;1;0;72;0;2;3;0;0;255;24.8;12.8;1.7;12.9;1.2;3.2;3.4;81;89;1;0;14;0.6;0.6
388;28925;0;1;1;1;91;2;1;78;2;2;1;0;0;23.1;57.5;25.8;1.1;25.8;1.4;11.3;11.4;72;72;1;0;13;1.261538462;1.261538462
389;29300;1;0;1;0;78;1;1;66;3;1;1;0;0;25.2;105.7;41.5;1.3;41.5;1.2;3.4;3.6;67;74;1;0;12;0.716666667;0.716666667
390;31050;1;1;0;0;79;1;0;84;0;0;0;0;0;255;255;255;255;360.6;4.3;3.8;5.7;0;0;0;0;-5;-2.14;0
391;31300;0;1;1;0;109;1;1;79;1;1;1;0;0;15;88;13.9;1.9;14;3.6;3.2;4.8;78;103;1;0;30;0.326666667;0.326666667
392;130;1;0;0;0;79;1;1;73;0;1;1;0;0;255;13.2;1.9;1.5;2.4;1.3;8.5;8.6;82;72;1;0;6;2.266666667;2.266666667
393;325;0;1;1;0;82;1;1;50;1;1;1;0;0;16.5;81;13;0.6;13;2.3;3;3.8;79;70;1;0;32;0.275;0.275
394;572;1;0;0;0;46;2;1;48;1;2;1;0;0;84.6;12.6;1.4;2.5;2.9;0.3;7.1;7.1;68;68;1;0;-2;-6.05;0
396;1209;0;1;0;0;91;1;1;80;1;1;1;0;0;39;73;25;1.8;25.1;1.9;4.8;5.2;65;68;1;0;11;0.927272727;0.927272727
399;5435;0;0;1;0;87;2;1;60;2;1;1;1;2;27;255;23;1.7;23.1;1.4;5.9;6;59;62;1;0;27;0.407407407;0.407407407
401;5669;0;0;1;0;86;1;0;61;2;1;1;0;0;14.4;33.7;18.5;0.9;18.5;1.5;1.4;2.1;63;64;1;0;25;0.284;0.284
402;5695;0;1;1;1;80;1;1;58;1;2;1;0;0;28.7;42;15.5;1.5;15.6;2.2;0.2;2.2;65;61;1;0;22;0.327272727;0.327272727
403;5838;0;0;1;0;72;2;1;58;2;1;1;0;0;4.1;20;3.8;1;4;0.9;3.8;3.9;68;73;1;0;14;0.635714286;0.635714286
405;5916;1;1;1;1;95;2;1;65;2;1;0;0;0;21.8;19.8;255;255;360.6;1.8;2.6;3.1;66;0;1;0;30;0.27;0.27
406;5929;1;0;0;0;78;2;1;65;2;1;0;1;3;31.6;19.8;255;255;360.6;1.4;15.3;15.4;66;0;1;0;13;1.569230769;1.569230769
407;6280;0;0;1;0;65;1;0;60;1;1;1;0;0;97;24.3;4.1;1.7;4.5;0.7;4.6;4.7;61;74;1;0;5;1.94;1.94
408;6880;1;0;1;0;80;1;1;66;2;1;1;0;0;20.8;23.2;15.3;1.2;15.3;1.4;6.3;6.5;65;78.9;1;0;14;0.821428571;0.821428571
409;8105;1;0;1;1;93;2;1;58;0;0;0;0;0;255;255;255;255;360.6;1.1;6.8;6.9;0;0;1;0;35;0.34;0.34
410;8405;1;0;1;1;101;1;0;53;1;1;1;0;0;98.7;33.6;0.1;1.4;1.4;0.6;3.8;3.8;67;76;1;0;48;0.183333333;0.183333333
411;8580;1;0;1;0;82;1;1;62;1;1;1;0;0;89.8;35;19.5;1.5;19.5;0.4;4.9;4.9;69;73;1;0;20;0.495;0.495
413;11739;1;0;0;0;62;1;1;70;1;0;0;1;3;54.8;255;255;255;360.6;0.9;10.5;10.6;0;0;1;0;-8;-1.95;0
414;12025;0;0;1;1;93;2;1;61;1;1;1;0;0;21.9;48.3;3.9;2;4.4;1.8;11;11.1;65;81;1;0;32;0.503125;0.503125
415;12051;1;0;1;1;81;1;1;64;1;1;1;0;0;55.7;50.7;14.1;1.8;14.2;0.8;9.5;9.5;63;82;1;0;17;0.852941176;0.852941176
416;14261;0;0;1;0;100;1;0;77;0;1;1;0;0;255;40.5;23;1.1;23;1.6;9.6;9.7;56;82;1;0;23;0.639130435;0.639130435
417;14482;0;1;1;1;96;2;1;64;1;0;0;0;0;49.5;255;255;255;360.6;2.7;6.7;7.2;0;0;1;0;32;0.38125;0.38125
418;14781;1;0;0;1;64;2;1;60;1;2;2;0;0;41.1;17.9;11.6;2.2;11.8;1;9.8;9.8;82;95;1;1;4;3.7;3.7
419;15015;0;1;1;1;76;1;1;62;1;1;1;0;0;20.5;69;2.8;39.8;39.9;2.3;5.8;6.2;70;85;1;0;14;0.8;0.8
420;15301;1;1;0;0;67;1;0;65;1;1;4;0;0;41.4;54.9;20.8;2.2;20.9;2;2.8;3.4;66;60;1;0;2;4.2;4.2
421;15353;1;0;1;1;88;1;1;64;0;1;1;0;0;255;46.5;42.3;2.8;42.4;1;3.4;3.5;61;80;1;0;24;0.354166667;0.354166667
422;15886;0;0;0;1;69;1;0;64;1;1;1;0;0;29.1;46.7;0.7;1.5;1.6;1.5;5.8;6;67;80;1;1;5;2.2;2.2
423;15912;1;0;1;1;85;1;1;62;0;0;1;0;0;255;255;6.5;1.3;6.6;1.6;1.2;2.1;0;66;1;0;23;0.308695652;0.308695652
424;15925;0;0;1;1;89;1;0;66;0;1;1;0;0;255;38.6;23.4;0.8;23.4;1.8;4.6;4.9;62;69;1;0;23;0.430434783;0.430434783
425;17927;0;1;1;0;93;4;0;65;0;1;0;0;0;62.5;255;255;255;360.6;1.2;6.1;6.2;64;0;1;0;28;0.4;0.4
426;20592;1;0;1;0;81;1;1;60;2;1;0;0;0;32.9;255;255;255;360.6;0.8;14.6;14.6;73;0;1;0;21;0.933333333;0.933333333
427;20748;1;1;0;0;83;1;0;87;1;0;0;0;0;29.6;255;255;255;360.6;4.3;1.9;4.7;0;0;1;0;-4;-2.425;0
428;21164;1;1;1;1;78;1;0;68;1;1;0;0;0;30.9;96.6;70;2.7;70.1;2.9;2;3.5;66;0;1;0;10;0.85;0.85
429;21528;0;0;1;0;82;1;0;80;1;1;1;0;0;26.2;91.4;17.3;2.5;17.5;1.4;13;13.1;74;72;1;0;2;9.05;9.05
430;21970;1;0;1;0;70;1;1;60;2;1;1;0;0;72.9;100.9;2.4;90.8;90.8;0.8;5;5.1;60;80;1;0;10;1.01;1.01
431;23010;1;0;1;1;78;2;1;56;2;0;0;0;0;52.8;255;255;255;360.6;0.8;9.8;9.8;0;0;1;1;22;0.672727273;0.672727273
432;23673;0;1;1;1;110;2;1;85;2;3;2;0;0;62.8;24.9;5.9;2.9;6.5;2.4;4.6;5.2;80;102;1;0;25;0.408;0.408
433;23673;0;1;0;0;80;2;1;85;2;3;2;1;2;62.8;44.9;6.4;2.9;7;1.7;10;10.1;70;102;1;0;-5;-3.02;0
434;24011;1;0;1;0;87;1;1;65;2;1;1;0;0;31.5;41.1;1.5;1.9;2.4;1.7;10;10.1;69;85;1;0;22;0.686363636;0.686363636
435;24603;1;1;1;0;76;1;0;66;1;0;4;1;2;13.7;255;24.8;255;256.2;2.5;0.5;2.6;0;65;1;0;10;0.76;0.76
436;26952;1;0;0;0;70;2;1;68;1;0;0;0;0;48.6;255;255;255;360.6;1.9;9.1;9.3;62;0;1;0;2;7.15;7.15
437;27108;1;1;0;1;78;1;0;72;1;1;1;0;0;27;65.8;2.7;1.3;3;2.6;14.7;14.9;68;100;1;0;6;3.316666667;3.316666667
438;27173;0;1;0;1;91;1;1;78;1;1;1;0;0;17.6;40.9;15;0.2;15;1.2;5.1;5.2;83;86;1;0;13;0.784615385;0.784615385
439;27225;1;0;0;0;85;1;1;76;2;1;1;1;3;17.5;68.1;1.5;2.1;2.6;1.3;3.6;3.8;83;81;0;0;9;0.977777778;0.977777778
440;27485;0;0;1;1;77;2;0;68;1;1;1;0;0;25.3;28.7;12.3;2.2;12.5;1.2;3.9;4.1;60;64;1;0;9;1.011111111;1.011111111
441;27524;0;0;0;1;78;1;1;64;1;2;1;1;2;28.7;15.4;0.1;1.3;1.3;1.4;10.6;10.7;70;71;1;0;14;1.121428571;1.121428571
442;27602;1;1;1;0;80;1;0;58;1;1;0;0;0;77;255;34.3;0.1;34.3;1.3;4;4.2;61;0;1;0;22;0.418181818;0.418181818
443;29578;0;1;0;1;108;3;1;104;2;0;0;0;0;71.7;255;255;255;360.6;1.2;9.9;10;0;0;1;0;4;3.75;3.75
444;29578;1;1;1;0;81;2;1;50;1;0;0;0;0;45.2;255;255;255;360.6;1.9;6.3;6.6;0;0;1;0;31;0.374193548;0.374193548
445;29656;0;1;1;1;98;1;1;58;1;2;0;0;0;28.4;255;255;255;360.6;1.3;3;3.3;64;0;1;0;40;0.2075;0.2075
446;29825;0;1;0;1;74;1;1;66;3;1;1;1;2;33.1;70.2;7.3;0.7;7.3;1.8;6.7;6.9;72;70;1;0;8;1.4875;1.4875
447;29999;1;1;0;0;69;1;0;66;1;0;1;0;0;23.8;255;1.6;1;1.9;1.9;10.9;11;0;64;1;0;3;5.333333333;5.333333333
448;160;0;1;0;0;76;2;1;75;2;0;1;0;0;72;255;33.5;1.8;33.6;2.6;10.6;10.9;0;85;1;0;1;15.9;15.9
449;222;1;0;1;1;110;2;1;58;1;1;2;0;0;41.1;64;62;1.6;62;1;6.5;6.6;68;75;1;0;52;0.223076923;0.223076923
450;297;0;0;1;0;65;2;1;60;2;1;1;0;0;41.6;53.5;2.3;2.2;3.1;1.4;2.8;3.1;67;58;1;0;5;1.62;1.62
451;372;1;0;0;0;65;1;1;60;2;1;4;0;0;21.6;18.8;3.4;1;3.5;0.5;10.1;10.1;59;61;1;0;5;3.02;3.02
452;2472;1;0;1;0;68;1;1;55;1;3;0;0;0;82.6;74;255;255;360.6;1.7;1.6;2.3;78;0;1;0;13;0.561538462;0.561538462
453;2799;1;1;1;1;115;1;0;63;1;0;0;0;0;21.6;255;255;255;360.6;2.5;2;3.2;0;0;1;0;52;0.157692308;0.157692308
454;3799;0;1;1;1;80;4;1;60;0;1;1;0;0;255;22.8;1.5;2.4;2.8;2.2;4;4.6;69;81;1;0;20;0.48;0.48
455;5374;0;0;1;1;87;1;0;74;1;1;4;0;0;74.9;29;20;0.9;20;2.2;5;5.4;53;56;1;0;13;0.8;0.8
456;5449;0;0;1;1;107;4;1;56;1;1;0;0;0;30;255;255;255;360.6;1.2;6;6.1;69;0;1;0;51;0.217647059;0.217647059
457;5699;1;0;1;0;78;1;1;62;1;3;1;0;0;80;93.4;28.1;0.5;28.1;0.2;9;9;72;80;1;0;16;0.875;0.875
458;5799;1;0;1;0;61;2;1;53;2;1;1;0;0;92.4;74.3;24.1;255;256.1;0.6;2.8;2.9;74;78;1;0;8;0.9875;0.9875
459;5874;0;1;1;1;96;2;1;77;2;0;2;0;0;51.8;255;25;0.5;25;2.2;2.8;3.5;0;55;1;0;19;0.447368421;0.447368421
460;8274;0;1;1;1;123;2;1;48;0;3;1;1;2;255;41.8;38.4;1.9;38.4;1.2;2.1;2.4;110;90;1;0;75;0.098666667;0.098666667
461;8399;0;1;1;0;105;2;1;62;0;0;0;0;0;255;255;255;255;360.6;2;7;7.3;0;0;1;0;43;0.286046512;0.286046512
462;9024;1;1;0;0;78;1;0;65;1;1;1;0;0;36.5;60.2;0.5;1.7;1.8;2.2;10.1;10.3;74;72;1;0;13;1.176923077;1.176923077
463;11449;0;0;1;0;87;1;0;60;1;1;1;0;0;26;43;19.4;0.9;19.4;1.5;7.8;7.9;59;59;1;0;27;0.477777778;0.477777778
464;11499;0;0;1;1;80;1;0;58;0;1;1;0;0;255;22.5;2.7;1.6;3.1;1.5;7.6;7.8;56;57;1;0;22;0.581818182;0.581818182
465;11674;0;1;1;0;78;2;1;54;2;1;0;1;2;32.3;255;255;255;360.6;1.4;6.6;6.8;75;0;1;0;24;0.491666667;0.491666667
466;11774;1;1;0;1;83;1;0;71;0;1;2;0;0;255;33.4;0.3;2.1;2.1;1.9;5.1;5.4;65;67;1;0;12;0.866666667;0.866666667
467;11999;0;1;1;1;93;2;1;53;0;1;0;0;0;255;255;255;255;360.6;2;8.9;9.1;74;0;1;0;40;0.3525;0.3525
468;14174;1;1;0;0;69;1;0;66;1;2;1;1;3;39.6;37;2.1;10.8;11;3.6;4.9;6;68;63;1;0;3;3.666666667;3.666666667
469;14274;0;0;1;0;107;1;0;67;0;0;2;0;0;255;255;2.4;2.3;3.3;1.4;7.3;7.4;0;65;1;0;40;0.31;0.31
470;14287;0;1;1;0;110;2;1;65;0;1;1;0;0;255;26.4;24.5;1.7;24.6;1.6;7;7.2;67;61;1;0;45;0.271111111;0.271111111
471;14362;0;1;1;1;130;2;1;100;0;2;0;0;0;255;255;255;255;360.6;2.2;3.8;4.4;115;0;1;1;30;0.313333333;0.313333333
472;14587;1;0;0;0;94;2;1;85;2;1;1;0;0;60.2;88.7;21.4;2.1;21.5;1.2;10.8;10.9;78;83;1;0;9;1.766666667;1.766666667
473;14612;1;0;1;0;78;2;1;65;0;1;1;0;0;255;65.2;22.9;1.9;23;1.6;4.9;5.1;72;81.1;1;0;13;0.776923077;0.776923077
474;14937;0;1;1;0;83;4;1;58;1;1;1;0;0;12;87.3;58.5;0.4;58.5;1.2;0;1.2;72;95;1;0;25;0.248;0.248
475;15712;1;0;1;0;80;1;1;63;0;1;1;0;0;255;33.7;8.1;1.4;8.2;1.5;5.7;5.9;59;74.7;1;0;17;0.641176471;0.641176471
476;16012;1;0;1;0;84;1;1;63;0;1;1;0;0;255;59.3;42.7;1.1;42.7;0.2;5.8;5.8;63;63;1;0;21;0.514285714;0.514285714
477;19312;1;0;0;0;70;2;1;75;0;0;4;0;0;255;255;42;255;258.4;0.1;8.1;8.1;0;74;1;0;-5;-2.62;0
478;20387;0;1;1;1;102;1;1;62;1;2;1;1;2;32.8;55.5;27.7;1.5;27.8;3.3;1.1;3.5;93;83;1;0;40;0.2125;0.2125
479;20462;0;1;1;1;120;1;1;64;1;0;0;0;0;20.3;255;255;255;360.6;5.7;31.2;31.7;0;0;1;0;56;0.655357143;0.655357143
480;20712;1;1;0;0;87;1;0;79;1;2;0;0;0;64.7;255;255;255;360.6;2.2;4;4.6;79;0;1;0;8;1.2;1.2
481;20937;1;1;0;1;73;1;0;70;1;1;0;0;0;32.6;255;255;255;360.6;2.9;9.8;10.2;52;0;1;0;3;5.066666667;5.066666667
482;21237;1;0;0;0;78;2;1;71;4;1;1;0;0;47.7;22.7;0.4;2.2;2.2;1;5.5;5.6;73;79;1;0;7;1.514285714;1.514285714
483;21387;1;1;0;0;65;1;0;74;1;1;4;0;0;20.5;57.1;16.6;0.9;16.6;2.4;7.8;8.2;77;50;1;0;-9;-1.466666667;0
484;23174;1;0;0;1;58;1;1;57;0;1;1;0;0;255;43;26.2;0.6;26.2;0.1;9.2;9.2;67;76;1;0;1;14.2;14.2
485;23324;0;1;1;1;130;2;1;63;0;0;0;0;0;255;255;255;255;360.6;3.2;9.8;10.3;0;0;1;0;67;0.228358209;0.228358209
486;24099;0;1;0;0;68;1;1;64;2;0;1;0;0;22.8;255;11.9;1.1;11.9;1.4;8.8;9;0;87;1;0;4;3.5;3.5
487;24199;0;0;1;1;93;1;0;69;1;4;0;0;0;56.2;255;255;255;360.6;1.1;2.3;2.6;48;0;1;0;24;0.316666667;0.316666667
488;26024;1;0;1;1;93;2;0;70;1;2;1;0;0;20.4;46.1;2.2;1.7;2.8;0.2;5.1;5.1;65;64;1;0;23;0.439130435;0.439130435
489;26124;1;1;1;1;86;1;0;70;1;2;4;0;0;22.4;53.6;26;0.1;26;2.8;2.7;3.9;77;72;1;0;16;0.55625;0.55625
490;26107;0;0;1;0;66;1;0;55;1;1;3;0;0;63.5;69;11.1;2.2;11.3;1.4;6.5;6.7;65;86;1;0;11;1.063636364;1.063636364
491;26540;0;0;1;1;111;1;1;61;2;0;1;1;2;61.7;255;37.1;1.7;37.1;2.5;7;7.4;0;82;1;0;50;0.248;0.248
492;26848;1;1;1;0;73;4;0;69;2;0;1;0;0;20.2;255;21.5;1.2;21.5;2.2;4.6;5.1;0;75;1;0;4;2.525;2.525
493;27073;0;1;1;1;84;4;1;66;4;1;0;1;2;43.8;255;255;255;360.6;2.5;3;3.8;74;0;1;0;18;0.488888889;0.488888889
494;27573;1;1;1;0;80;2;1;65;0;0;1;0;0;255;255;16;2.5;16.2;1.7;3;3.4;0;84;1;0;15;0.56;0.56
495;27923;0;1;1;1;61;1;1;51;1;1;1;0;0;27.8;23.2;3.9;1.9;4.3;1.9;0.5;2;62;58;1;0;10;0.7;0.7
496;29298;0;1;1;0;72;1;1;59;0;0;0;0;0;255;255;255;255;360.6;2.2;1.5;2.7;0;0;1;0;13;0.592307692;0.592307692
497;29466;0;1;1;0;101;1;1;65;0;0;2;0;0;255;255;31;1.5;31;2;10.7;10.9;0;0;1;0;36;0.441666667;0.441666667
498;230;1;0;0;0;70;1;1;58;1;1;1;0;0;59;86.3;0.5;1.6;1.6;1.4;13.3;13.4;79;93;1;0;12;1.533333333;1.533333333
499;818;0;0;0;0;88;1;0;82;1;2;1;0;0;70;30;2.6;1.4;3;1.3;5.7;5.8;60;57;1;0;6;1.8;1.8
500;1920;1;0;1;1;85;1;1;43;1;2;1;0;0;15.5;79;36.9;1.1;36.9;1.2;7.2;7.3;72;82;1;0;42;0.292857143;0.292857143
501;1970;0;1;1;1;83;1;1;48;0;0;1;0;0;255;12.4;12.4;255;255.3;2.4;2.7;3.6;0;48;1;0;35;0.245714286;0.245714286
502;2020;0;1;1;1;88;1;1;49;1;0;0;0;0;12.4;255;255;255;360.6;2.8;2.5;3.8;0;0;1;0;39;0.225641026;0.225641026
503;2170;1;1;0;0;70;1;0;65;1;0;4;0;0;33.8;255;35.4;1.3;35.4;3.4;3.7;5.1;0;56;1;0;5;2.02;2.02
504;2331;1;0;1;1;116;2;1;93;0;1;1;0;0;255;43.3;26.6;1.5;26.7;1.3;4.3;4.5;79;82;1;0;23;0.413043478;0.413043478
505;2531;1;0;1;0;85;2;1;74;0;1;0;0;0;255;255;255;255;360.6;1;5.4;5.5;78;0;1;0;11;0.954545455;0.954545455
506;2606;0;1;0;0;87;2;1;88;0;0;1;1;2;255;255;22.4;1.4;22.4;1.9;13.7;13.8;0;87;1;0;-1;-18.8;0
507;2981;0;1;0;0;87;1;1;74;2;0;4;0;0;15.5;255;5.8;1;5.9;2.4;5.6;6.1;0;73;1;0;13;0.853846154;0.853846154
508;3456;0;1;1;1;67;2;1;47;1;0;1;0;0;26;255;7.7;2.1;8;0.1;19;19;0;72;1;0;20;1.2;1.2
509;5181;0;1;0;0;67;3;1;64;0;1;0;0;0;255;255;255;255;360.6;3.5;11.3;11.8;63;0;1;0;3;5.6;5.6
510;5306;1;0;1;0;91;2;1;53;1;1;0;0;0;20.3;255;255;255;360.6;1.3;7.3;7.4;54;0;1;0;38;0.326315789;0.326315789
